registration_number,brand,model,year,mileage,fuel_type,transmission,engine_cc,owner_type,price
KL 28 SJ 8005,Hyundai,Sonata,2022,65534.0,CNG,Automatic,1197.0,Fourth & Above,7800.0
AP 43 VH 3513,Tesla,Model 3,2018,108395.0,Electric,Manual,0.0,Third,11400.0
KA 98 PT 7398,Mahindra,Bolero,2024,31318.0,Petrol,Manual,1799.0,Third,13900.0
MH 16 WD 7366,Mahindra,Thar,2023,26631.0,Petrol,Automatic,1497.0,Second,13500.0
AP 27 SR 8337,Ford,F-150,2010,195158.0,CNG,Manual,3198.0,Third,2500.0
DL 77 WH 5104,Toyota,Camry,2019,105897.0,Hybrid,Automatic,999.0,Fourth & Above,7600.0
MH 47 KE 1897,Volkswagen,Jetta,2025,19884.0,CNG,Automatic,1999.0,Fourth & Above,17700.0
TN 11 KN 2209,Hyundai,Elantra,2015,132051.0,Petrol,Manual,1999.0,First,2800.0
TN 07 VX 9388,Tata,Nexon,2024,21882.0,Hybrid,Manual,999.0,Second,15900.0
WB 28 CB 5320,Ford,Explorer,2019,105122.0,CNG,Manual,1598.0,Fourth & Above,6600.0
TS 41 XN 2150,Volkswagen,Tiguan,2013,172748.0,Electric,Manual,0.0,Fourth & Above,2500.0
KA 68 XM 5709,Audi,A6,2014,218627.0,CNG,Manual,1998.0,Second,3700.0
KA 89 UN 4911,Honda,City,2022,38043.0,Diesel,Manual,1197.0,Second,9400.0
TN 32 EH 2109,Tata,Tiago,2016,115189.0,CNG,Manual,1598.0,Fourth & Above,3400.0
KA 23 MT 4938,Tesla,Model S,2017,136183.0,Electric,Manual,0.0,Fourth & Above,8500.0
HR 34 JV 9523,Mahindra,Scorpio,2020,100401.0,Diesel,Automatic,1799.0,Second,6600.0
DL 29 BN 5218,Mercedes,E-Class,2023,50920.0,Electric,Manual,0.0,First,23700.0
WB 89 BY 7367,Toyota,Fortuner,2010,182274.0,Petrol,Automatic,3198.0,Third,2500.0
MH 03 WX 5365,Tesla,Model 3,2025,18022.0,Electric,Manual,0.0,Third,38100.0
DL 42 QJ 2187,Tata,Harrier,2024,22015.0,Electric,Automatic,0.0,First,13100.0
UP 26 TL 9009,Maruti,Swift,2015,158852.0,CNG,Automatic,1197.0,Fourth & Above,2500.0
KA 09 PV 4548,Audi,Q5,2021,48219.0,Diesel,Automatic,2993.0,Fourth & Above,20600.0
AP 14 DF 6976,Tata,Altroz,2010,166057.0,Diesel,Automatic,1999.0,Fourth & Above,2500.0
TN 96 QW 3394,Maruti,Brezza,2015,111704.0,Petrol,Manual,1598.0,Third,2500.0
TN 61 VW 9547,Audi,A6,2018,146772.0,CNG,Automatic,2497.0,Second,8800.0
MH 24 AP 3191,Maruti,Baleno,2012,138812.0,Electric,Automatic,0.0,Third,2500.0
WB 92 FP 8043,Toyota,Camry,2024,36100.0,Diesel,Automatic,1999.0,Third,15400.0
TN 03 LC 1530,BMW,X5,2020,55472.0,Hybrid,Automatic,1998.0,Third,18400.0
TN 02 GN 1175,Maruti,Swift,2019,108278.0,Diesel,Manual,1197.0,Fourth & Above,3300.0
WB 19 UI 4235,Mahindra,XUV700,2014,126028.0,CNG,Manual,2755.0,First,2900.0
AP 91 MH 3031,Mahindra,Scorpio,2016,142354.0,CNG,Manual,1799.0,First,2800.0
HR 48 II 2053,Tata,Altroz,2022,68330.0,Hybrid,Manual,1197.0,Second,10300.0
HR 38 ZX 6427,Toyota,Highlander,2013,162721.0,Electric,Manual,0.0,First,2500.0
AP 89 FQ 1058,Maruti,Swift,2013,150419.0,Electric,Automatic,,Third,2500.0
DL 16 KF 6429,Audi,A6,2019,65147.0,Hybrid,Manual,3982.0,Fourth & Above,12400.0
DL 59 UO 5983,Hyundai,Sonata,2017,136200.0,CNG,Manual,1799.0,Third,3600.0
WB 26 TL 1765,BMW,X3,2018,128032.0,Hybrid,Automatic,2497.0,Fourth & Above,10700.0
GJ 71 RF 7584,Honda,Civic,2013,227007.0,Hybrid,Automatic,1197.0,Fourth & Above,2500.0
TS 69 ZQ 1114,Toyota,Corolla,2012,251749.0,CNG,Manual,999.0,Second,2500.0
DL 48 WK 5833,Tesla,Model S,2025,12351.0,Electric,Automatic,0.0,Second,34300.0
UP 78 CD 4086,Volkswagen,Tiguan,2015,96917.0,Hybrid,Automatic,1497.0,Fourth & Above,3400.0
HR 42 YV 2705,Mahindra,XUV700,2010,245416.0,Electric,Automatic,0.0,Second,2500.0
WB 22 FD 4360,Honda,City,2010,220834.0,Hybrid,Automatic,999.0,First,2500.0
KA 17 VQ 9457,BMW,X5,2022,39093.0,Diesel,Automatic,3982.0,Fourth & Above,25300.0
UP 78 YU 8850,Audi,A6,2010,242580.0,Hybrid,Automatic,1998.0,First,2500.0
WB 63 XR 9504,Audi,A6,2024,22728.0,Hybrid,Automatic,2497.0,First,28800.0
HR 31 SO 7486,Volkswagen,Tiguan,2014,161539.0,CNG,Automatic,1799.0,First,2500.0
UP 37 TS 5869,Tesla,Model 3,2011,231350.0,Electric,Manual,,Fourth & Above,2500.0
TN 58 MS 3791,Mercedes,GLC,2024,33250.0,Hybrid,Automatic,1998.0,Third,36500.0
KL 46 SD 7406,Tesla,Model Y,2014,146356.0,Electric,Automatic,0.0,Second,4700.0
UP 95 BO 8031,Toyota,Innova,2018,87277.0,CNG,Manual,1999.0,Third,6900.0
GJ 10 MP 9622,Hyundai,i20,2020,79051.0,Electric,Automatic,0.0,Fourth & Above,6800.0
KL 60 MD 4167,Mercedes,E-Class,2019,106358.0,Diesel,Manual,1998.0,Fourth & Above,13800.0
DL 26 WW 9209,Hyundai,Verna,2010,231717.0,CNG,Manual,1799.0,Fourth & Above,2500.0
TN 94 FH 2425,Hyundai,Tucson,2010,167563.0,CNG,Automatic,1799.0,Second,2500.0
MH 34 TW 1878,Ford,EcoSport,2020,62568.0,Hybrid,Automatic,1497.0,First,10700.0
UP 32 WL 6143,BMW,5 Series,2014,128408.0,Petrol,Automatic,2993.0,Fourth & Above,6300.0
HR 10 GN 6065,Hyundai,Tucson,2024,36901.0,Diesel,Manual,1598.0,First,11400.0
UP 12 UE 8825,Mercedes,GLC,2018,132142.0,Petrol,Manual,2497.0,First,10900.0
MH 70 UH 1432,Volkswagen,Polo,2023,36498.0,Electric,Manual,0.0,Second,11300.0
TS 44 SK 1836,Hyundai,Creta,2019,79059.0,Hybrid,Manual,1497.0,First,5500.0
UP 87 JZ 4545,Ford,EcoSport,2016,153284.0,Electric,Automatic,0.0,Fourth & Above,4100.0
GJ 23 WX 5000,BMW,5 Series,2025,17044.0,CNG,Manual,3982.0,Third,32900.0
MH 20 BS 8276,Tata,Tiago,2022,65767.0,Diesel,Automatic,1197.0,First,10600.0
KL 04 XC 6583,Hyundai,Tucson,2010,194897.0,CNG,Manual,1999.0,Fourth & Above,2500.0
AP 77 PF 2876,Volkswagen,Polo,2015,,Diesel,Automatic,1799.0,Third,3000.0
UP 49 ZU 3403,Tata,Harrier,2012,190947.0,Diesel,Manual,1999.0,First,2500.0
GJ 17 EQ 4820,Honda,Civic,2020,64381.0,Diesel,Manual,999.0,Fourth & Above,7500.0
KL 95 RR 8289,Volkswagen,Virtus,2024,,Petrol,Automatic,1799.0,Third,14700.0
UP 71 BJ 5238,Ford,Endeavour,2014,105230.0,Diesel,Manual,2755.0,First,3800.0
AP 89 AU 7989,Tata,Altroz,2021,67459.0,Hybrid,Automatic,999.0,Fourth & Above,9000.0
GJ 60 WI 8688,Mercedes,GLE,2014,181401.0,,Manual,3982.0,Third,3800.0
KL 07 NC 3331,Mahindra,Scorpio,2010,202884.0,CNG,Automatic,1497.0,Fourth & Above,2500.0
WB 93 CW 7187,Audi,Q7,2014,163110.0,CNG,Manual,2497.0,Second,4800.0
AP 94 WM 9892,Mercedes,C-Class,2024,18903.0,Electric,Manual,0.0,Fourth & Above,30000.0
UP 48 UC 3364,Maruti,Swift,2016,91784.0,Electric,Automatic,0.0,Third,3100.0
WB 88 IC 7535,Mahindra,XUV700,2013,222459.0,Hybrid,Manual,2755.0,Third,2500.0
KA 61 AW 9428,Toyota,Camry,2012,252020.0,Hybrid,Manual,999.0,Fourth & Above,2500.0
WB 14 XB 8721,Tesla,Model S,2022,56029.0,Electric,Manual,0.0,First,21800.0
MH 83 JN 2363,Mercedes,C-Class,2019,74524.0,CNG,Automatic,3982.0,Fourth & Above,14500.0
KA 64 RX 6932,Volkswagen,Polo,2020,107833.0,CNG,Manual,1999.0,First,6200.0
WB 30 WV 3877,Toyota,Innova,2015,,Hybrid,Automatic,1197.0,Fourth & Above,4700.0
KL 87 WU 6468,Toyota,Camry,2010,288049.0,Electric,Automatic,0.0,Fourth & Above,2500.0
MH 45 EM 5225,Volkswagen,Jetta,2023,38107.0,Electric,Automatic,0.0,Third,13700.0
WB 47 CG 4905,Volkswagen,Jetta,2011,164809.0,Petrol,Automatic,1598.0,Second,2500.0
WB 49 YA 9686,Mahindra,XUV700,2024,35973.0,Electric,Automatic,0.0,Fourth & Above,15100.0
GJ 39 TX 7405,Hyundai,Tucson,2025,19901.0,Electric,Automatic,0.0,First,17000.0
MH 37 XB 6824,Maruti,Ertiga,2012,153857.0,Petrol,Manual,1497.0,Second,2500.0
DL 41 EO 2790,Mahindra,Scorpio,2018,93715.0,CNG,Automatic,1197.0,Second,5000.0
WB 55 QT 6267,Honda,Civic,2012,210033.0,CNG,Automatic,1799.0,First,2500.0
WB 59 XW 4253,Audi,A6,2015,98829.0,CNG,Automatic,2497.0,First,6300.0
UP 64 VE 1141,Volkswagen,Tiguan,2010,269573.0,Diesel,Manual,1497.0,Fourth & Above,2500.0
KA 98 ZJ 8708,Hyundai,Tucson,2019,95921.0,CNG,Automatic,1999.0,First,5500.0
KL 93 RI 8773,Volkswagen,Tiguan,2018,102294.0,Hybrid,Manual,1598.0,Second,5700.0
TS 19 TF 7943,Ford,Mustang,2018,101214.0,Electric,Automatic,0.0,First,7300.0
TS 66 IO 5831,Mahindra,Bolero,2024,30960.0,Electric,Automatic,0.0,Third,14300.0
UP 56 FW 8433,Honda,Accord,2018,69013.0,Diesel,Manual,999.0,Fourth & Above,5400.0
KA 20 IQ 5691,Hyundai,Verna,2012,253627.0,Hybrid,Automatic,1799.0,Second,2500.0
AP 71 ZM 3229,Mercedes,GLE,2017,114127.0,Hybrid,Automatic,1998.0,First,10800.0
HR 67 AK 4802,Tesla,Model 3,2017,151351.0,Electric,Manual,0.0,Fourth & Above,6700.0
KL 87 FZ 9061,Honda,City,2011,141220.0,Hybrid,Manual,999.0,Second,2500.0
KA 14 EU 2253,Honda,Amaze,2023,44719.0,Hybrid,Automatic,1598.0,Third,9700.0
TS 90 JL 9366,BMW,7 Series,2010,211036.0,CNG,Automatic,3982.0,First,2500.0
MH 81 RV 9556,Hyundai,i20,2022,49482.0,Hybrid,Automatic,1799.0,First,10700.0
TS 79 IM 9617,Ford,F-150,2014,106808.0,CNG,Automatic,2198.0,Fourth & Above,4400.0
DL 11 VH 3745,Mercedes,E-Class,2015,201651.0,Hybrid,Automatic,2993.0,First,4200.0
AP 49 QN 5800,Audi,Q7,2012,226992.0,Diesel,Manual,1998.0,Second,2700.0
KL 95 MA 4984,Ford,EcoSport,2025,14996.0,CNG,Automatic,1598.0,Second,20900.0
WB 69 HH 5357,Ford,Mustang,2025,14394.0,Hybrid,Automatic,2198.0,First,22800.0
MH 58 PU 1598,Volkswagen,Tiguan,2021,66385.0,Electric,Manual,0.0,Second,9800.0
KL 29 XU 3073,Toyota,RAV4,2020,63900.0,CNG,Automatic,999.0,Second,10800.0
MH 43 KK 5757,Ford,Endeavour,2021,85031.0,Petrol,Automatic,3198.0,Second,9100.0
AP 62 RR 2132,Tata,Tiago,2017,164482.0,Electric,Manual,0.0,Third,2500.0
TS 49 TA 5866,Hyundai,i20,2023,47585.0,Electric,Automatic,0.0,Second,11000.0
KA 89 FJ 9918,Mercedes,S-Class,2018,126415.0,Diesel,Manual,2497.0,Second,10400.0
AP 21 HV 5288,Audi,Q5,2021,71405.0,Electric,Manual,0.0,First,18500.0
UP 42 GB 2394,Hyundai,i20,2018,143397.0,Petrol,Automatic,999.0,Fourth & Above,3700.0
GJ 64 CY 7159,Ford,Mustang,2017,151330.0,CNG,Manual,2755.0,First,4700.0
WB 03 DL 4579,Ford,Endeavour,2017,96994.0,CNG,Manual,2198.0,Third,5200.0
WB 58 PF 9380,BMW,X5,2018,132807.0,Electric,Automatic,0.0,First,8200.0
UP 86 JL 9104,Mahindra,Thar,2020,106023.0,Electric,Automatic,0.0,Fourth & Above,7000.0
DL 89 UM 3195,Hyundai,i20,2020,87179.0,Hybrid,Manual,1497.0,Third,7000.0
TS 17 XV 7012,Audi,A4,2024,21350.0,Hybrid,Manual,2993.0,Second,35800.0
KA 09 TU 4030,Ford,Mustang,2024,37978.0,CNG,Manual,4951.0,First,19800.0
WB 18 PU 7319,Honda,CR-V,2021,68413.0,Hybrid,Manual,1197.0,First,6500.0
TS 88 HF 2500,Audi,Q5,2024,23101.0,CNG,Manual,1998.0,Third,28500.0
TN 74 IC 3884,Ford,F-150,2019,60481.0,CNG,Manual,2755.0,Fourth & Above,8600.0
UP 73 BW 1440,Tesla,Model 3,2011,178576.0,Electric,Automatic,0.0,Fourth & Above,2700.0
KA 71 TC 2865,Mercedes,GLE,2018,75285.0,Diesel,Manual,2993.0,Third,12600.0
WB 80 NW 3881,BMW,X3,2017,98588.0,Hybrid,Automatic,2497.0,First,8900.0
MH 80 CW 4339,Mahindra,Bolero,2023,29589.0,Hybrid,Manual,999.0,First,12100.0
UP 07 RR 9655,Maruti,Swift,2017,77709.0,Hybrid,Manual,1799.0,Second,3300.0
UP 14 VS 1591,Tesla,Model 3,2022,61305.0,Electric,Manual,0.0,Second,19000.0
MH 30 YN 7532,Maruti,Baleno,2012,207666.0,Electric,Manual,0.0,First,2500.0
DL 89 RS 2511,Mahindra,Thar,2019,128012.0,Petrol,Automatic,999.0,First,5700.0
TN 98 HI 5317,Audi,A4,2025,13189.0,Petrol,Manual,2497.0,Second,40100.0
KL 59 LY 3514,Audi,Q5,2023,27806.0,Hybrid,Automatic,2993.0,Fourth & Above,23600.0
DL 85 PU 9254,Hyundai,Verna,2024,20341.0,Electric,Manual,0.0,First,13300.0
TN 25 YS 7211,Tesla,Model 3,2012,207736.0,Electric,Automatic,0.0,Fourth & Above,3400.0
AP 51 VT 5023,BMW,3 Series,2023,38814.0,Petrol,Automatic,3982.0,Third,30700.0
TS 67 AZ 1432,Tesla,Model 3,2017,,Electric,Automatic,0.0,First,10500.0
HR 28 AZ 7655,Audi,Q7,2012,151602.0,Electric,Manual,0.0,Second,3300.0
UP 94 AS 9075,Hyundai,i20,2025,15458.0,CNG,Manual,1197.0,Second,15700.0
TS 15 GT 2873,Ford,Explorer,2020,107153.0,,Automatic,1999.0,Third,7800.0
GJ 27 RW 9012,Audi,Q7,2010,286894.0,CNG,Manual,3982.0,Second,2500.0
KL 47 QJ 7771,BMW,X5,2016,96499.0,Petrol,Manual,2497.0,Third,8500.0
KA 17 BM 4735,Tata,Safari,2023,50916.0,Hybrid,Manual,1197.0,Fourth & Above,11300.0
HR 46 QJ 1079,Honda,City,2020,70387.0,Electric,Automatic,0.0,Fourth & Above,5700.0
HR 92 GW 7213,Maruti,Swift,2013,203485.0,Petrol,Automatic,1197.0,Fourth & Above,2500.0
KA 12 QT 3726,Honda,Civic,2023,41643.0,Hybrid,Automatic,1197.0,First,12100.0
AP 65 HM 9299,Tata,Nexon,2020,72338.0,Hybrid,Automatic,1497.0,Third,6400.0
TS 36 KS 6802,Mercedes,E-Class,2025,17475.0,Petrol,Manual,2993.0,Third,41400.0
WB 18 EP 3454,Volkswagen,Virtus,2023,26783.0,Petrol,Manual,1799.0,First,14800.0
DL 50 ZQ 4797,BMW,7 Series,2022,,Hybrid,Manual,3982.0,First,23000.0
UP 74 CN 6909,Maruti,Brezza,2011,263644.0,Electric,Manual,0.0,Second,2500.0
WB 33 RI 4093,Toyota,Fortuner,2013,115699.0,Hybrid,Manual,3198.0,Second,3300.0
UP 43 WD 5995,Tesla,Model Y,2024,20442.0,Electric,Automatic,0.0,Third,34500.0
KA 95 YW 8798,Ford,Endeavour,2021,56206.0,Electric,Automatic,0.0,Third,11300.0
KA 54 XW 2095,Tesla,Model S,2021,83758.0,Electric,Manual,0.0,First,19500.0
KA 53 WG 4734,Volkswagen,Virtus,2016,109934.0,Hybrid,Automatic,1197.0,Second,3500.0
KL 02 OR 2694,Ford,EcoSport,2018,139813.0,Electric,Manual,0.0,First,4700.0
HR 73 JR 5617,Ford,Endeavour,2019,102889.0,Electric,Manual,0.0,Second,6500.0
GJ 26 UG 8919,Honda,CR-V,2015,161370.0,Diesel,Automatic,1197.0,Third,2500.0
MH 54 KM 5487,Ford,Endeavour,2025,19567.0,Electric,Manual,0.0,Second,19900.0
KL 05 VQ 5548,Volkswagen,Virtus,2025,10289.0,CNG,Manual,1799.0,First,19800.0
AP 33 IM 2338,Honda,Civic,2025,16760.0,Electric,Manual,0.0,First,14500.0
KL 28 XY 9457,Honda,Amaze,2017,80737.0,Hybrid,Automatic,1999.0,Second,4600.0
TN 61 RR 2982,Maruti,Brezza,2015,119529.0,Electric,Automatic,0.0,Fourth & Above,2500.0
GJ 04 RF 3719,Volkswagen,Jetta,2020,64872.0,Petrol,Manual,1999.0,First,8200.0
TS 93 GR 4522,Tata,Altroz,2011,215839.0,Electric,Manual,0.0,Second,2500.0
DL 88 XP 1157,Audi,Q5,2024,19493.0,CNG,Manual,1998.0,First,35000.0
AP 97 ZS 4683,Tesla,Model S,2010,203765.0,Electric,Manual,0.0,Fourth & Above,2600.0
WB 89 WN 9056,Ford,Mustang,2025,20183.0,Petrol,Manual,3198.0,Third,23600.0
KL 37 VI 6575,Tesla,Model Y,2024,38040.0,Electric,Automatic,0.0,Third,26400.0
GJ 14 OS 5447,Tata,Safari,2024,21548.0,Hybrid,Automatic,1799.0,First,14400.0
MH 08 FN 3941,Mahindra,Bolero,2021,44852.0,Petrol,Manual,1497.0,Third,10700.0
TS 57 HH 1165,Tata,Tiago,2017,78751.0,Electric,Automatic,0.0,Third,4200.0
GJ 44 EU 3432,Audi,A4,2024,35349.0,Petrol,Automatic,2993.0,Second,26300.0
UP 76 AB 6868,Mercedes,GLE,2022,64257.0,Diesel,Automatic,3982.0,Second,24400.0
HR 17 ER 6815,BMW,X5,2023,43849.0,Diesel,Automatic,2497.0,Fourth & Above,24500.0
DL 64 VF 4051,Tesla,Model Y,2015,177149.0,Electric,Automatic,0.0,Second,5100.0
UP 40 EU 4401,Hyundai,i20,2016,92133.0,Diesel,Automatic,999.0,First,3700.0
WB 81 RZ 9431,Mercedes,C-Class,2016,155350.0,Diesel,Manual,2497.0,Second,6800.0
WB 02 IO 4590,BMW,7 Series,2018,96909.0,Petrol,Manual,3982.0,Third,12500.0
GJ 03 UU 7326,Mahindra,Thar,2021,81385.0,Petrol,Automatic,1799.0,Fourth & Above,8900.0
GJ 29 OT 3577,Mercedes,GLC,2021,59269.0,Diesel,Manual,3982.0,Third,21300.0
TS 79 GI 3175,Tata,Safari,2010,183566.0,Electric,Manual,0.0,Fourth & Above,2500.0
DL 87 GC 7099,Maruti,Ertiga,2016,146854.0,Diesel,Automatic,1999.0,Fourth & Above,2500.0
WB 88 XA 3093,Toyota,Corolla,2015,101445.0,CNG,Automatic,1497.0,Third,4600.0
DL 39 PN 8717,Hyundai,Elantra,2022,53944.0,CNG,Automatic,1598.0,First,9800.0
MH 40 EP 7244,Honda,CR-V,2023,34636.0,Hybrid,Manual,1197.0,First,11200.0
UP 87 NH 5213,Ford,Explorer,2013,149546.0,Electric,Manual,0.0,Fourth & Above,2500.0
WB 84 LG 2220,Audi,Q5,2019,59730.0,Hybrid,Automatic,3982.0,Third,13800.0
KL 27 MV 7161,Mahindra,Thar,2025,,Petrol,Manual,1999.0,Second,20300.0
DL 37 QO 5389,BMW,5 Series,2021,80418.0,Electric,Manual,0.0,Second,16000.0
GJ 56 MX 1375,Audi,A6,2012,174217.0,Petrol,Manual,1998.0,First,2900.0
KL 99 RS 4239,Tesla,Model Y,2016,181599.0,Electric,Automatic,0.0,Third,5700.0
UP 86 AT 4241,Volkswagen,Virtus,2021,74222.0,Hybrid,Manual,1598.0,Fourth & Above,9100.0
KL 32 WI 7856,Mahindra,Thar,2023,,Hybrid,Manual,1497.0,First,12500.0
TS 17 QS 1491,Tata,Tiago,2019,76820.0,Diesel,Manual,1799.0,Fourth & Above,6800.0
HR 95 OO 2483,Volkswagen,Tiguan,2022,54143.0,Petrol,Manual,1799.0,Fourth & Above,11200.0
GJ 06 MF 6298,Audi,A6,2024,25729.0,Hybrid,Manual,2993.0,Fourth & Above,32300.0
WB 22 IH 5885,Toyota,Corolla,2017,80499.0,CNG,Automatic,1598.0,Third,6600.0
AP 05 HQ 8403,BMW,X3,2018,109650.0,Diesel,Manual,1998.0,Second,11100.0
HR 76 ZB 4472,Honda,Civic,2011,155907.0,Electric,Automatic,0.0,Fourth & Above,2500.0
MH 15 ZK 1725,Mahindra,Bolero,2018,102141.0,CNG,Manual,1598.0,First,4600.0
HR 16 KQ 4630,BMW,7 Series,2022,64866.0,CNG,Automatic,1998.0,First,18700.0
GJ 41 KX 1005,BMW,5 Series,2021,49726.0,Electric,Manual,0.0,First,22200.0
HR 46 OD 9879,Toyota,Corolla,2020,98051.0,CNG,Manual,999.0,First,7100.0
WB 93 LB 6836,Honda,CR-V,2011,182372.0,Petrol,Automatic,1197.0,First,2500.0
GJ 56 ZV 9068,Hyundai,Elantra,2013,195298.0,CNG,Manual,1799.0,Fourth & Above,2500.0
GJ 92 ZL 1282,Honda,City,2010,217370.0,CNG,Manual,1999.0,Second,2500.0
HR 74 LF 3208,Mahindra,Thar,2023,31363.0,Diesel,Manual,999.0,Second,14500.0
GJ 72 LM 3531,Toyota,Fortuner,2018,68516.0,Diesel,Automatic,4951.0,First,7200.0
MH 93 BU 4760,Tesla,Model Y,2018,109826.0,Electric,Manual,,Second,11500.0
GJ 56 BU 2039,Toyota,Highlander,2021,89876.0,Electric,Manual,0.0,Second,8500.0
TS 75 XQ 9115,Maruti,Swift,2013,192266.0,Diesel,Manual,999.0,Second,2500.0
GJ 90 TD 1330,Audi,A6,2011,185981.0,Petrol,Automatic,3982.0,Third,2600.0
MH 12 CE 1802,Audi,Q7,2013,180811.0,CNG,Manual,2993.0,Third,2900.0
AP 06 RW 2234,BMW,X5,2010,213638.0,Hybrid,Manual,2993.0,First,2500.0
TS 34 IS 6773,Tesla,Model S,2025,19096.0,Electric,Manual,0.0,Third,36200.0
KL 34 KM 8081,Toyota,Highlander,2010,226745.0,Hybrid,Manual,2755.0,Fourth & Above,2500.0
WB 80 VA 5757,Audi,A6,2021,69737.0,Hybrid,Manual,1998.0,Third,16800.0
DL 87 YU 9743,Audi,Q5,2024,39585.0,Electric,Automatic,0.0,Second,27900.0
HR 64 EQ 7567,Mercedes,GLE,2022,65529.0,CNG,Automatic,1998.0,Second,19800.0
WB 50 ET 8307,Honda,City,2019,105562.0,CNG,Automatic,1197.0,First,5600.0
HR 77 QE 5424,Tata,Nexon,2013,205159.0,CNG,Automatic,999.0,Fourth & Above,2500.0
KL 96 PV 5839,Tata,Tiago,2023,39677.0,Electric,Automatic,0.0,Fourth & Above,10600.0
MH 42 EI 3937,Toyota,Corolla,2012,241845.0,Electric,Manual,0.0,Second,2500.0
KA 58 FD 6930,BMW,X3,2014,140959.0,Petrol,Manual,2993.0,Third,5400.0
KA 66 IL 7778,Toyota,RAV4,2014,,Diesel,Automatic,999.0,Second,3400.0
MH 75 II 4706,Toyota,RAV4,2017,99531.0,Diesel,Manual,999.0,First,5700.0
GJ 63 QH 5345,Tesla,Model 3,2018,140264.0,Electric,Automatic,0.0,First,9400.0
MH 13 DN 9698,Tesla,Model 3,2024,36445.0,Electric,Manual,0.0,Third,26400.0
TN 88 SM 3467,Ford,Explorer,2012,145872.0,CNG,Manual,1999.0,First,2500.0
KL 58 JY 6682,Mercedes,E-Class,2023,37166.0,CNG,Automatic,2993.0,Second,27500.0
KL 81 EK 6092,Ford,EcoSport,2016,158926.0,CNG,Manual,1999.0,Second,3900.0
TS 06 HI 6511,Mercedes,E-Class,2014,174537.0,Petrol,Manual,2497.0,Fourth & Above,4400.0
AP 49 WB 9720,Hyundai,Sonata,2015,147073.0,Petrol,Automatic,1598.0,Fourth & Above,2500.0
KL 41 GC 4524,Ford,Endeavour,2025,14819.0,CNG,Automatic,2755.0,First,20300.0
WB 05 PJ 2346,Tesla,Model Y,2021,71619.0,,Automatic,0.0,Second,15900.0
TS 19 SZ 7257,Mercedes,GLC,2017,76617.0,Petrol,Automatic,2993.0,First,12700.0
WB 47 HH 4981,Mercedes,GLC,2024,26964.0,Diesel,Manual,1998.0,Fourth & Above,37000.0
TN 96 GZ 5956,Mercedes,S-Class,2024,22021.0,CNG,Automatic,1998.0,First,29500.0
GJ 65 CP 9384,BMW,X3,2019,100968.0,CNG,Automatic,1998.0,Fourth & Above,13300.0
DL 66 EP 5726,Tata,Nexon,2014,113163.0,Diesel,Automatic,1197.0,Third,2700.0
KL 02 JO 4387,Audi,A4,2016,103079.0,Diesel,Manual,2993.0,Third,8200.0
KL 61 XP 5191,Volkswagen,Polo,2019,111742.0,CNG,Manual,1799.0,Fourth & Above,5300.0
KL 49 WE 3655,Toyota,Highlander,2010,165928.0,Hybrid,Automatic,2198.0,First,2500.0
DL 65 NR 3703,Maruti,Baleno,2013,218233.0,CNG,Manual,1799.0,First,2500.0
TS 83 SN 3721,Mahindra,Scorpio,2024,20718.0,Diesel,Manual,999.0,Second,17800.0
DL 33 UI 4368,Volkswagen,Polo,2022,52901.0,Petrol,Automatic,1197.0,Third,9100.0
MH 34 FD 1476,Hyundai,i20,2018,115260.0,Petrol,Manual,1598.0,Third,4000.0
GJ 13 CW 7730,Tata,Harrier,2024,28499.0,Petrol,Automatic,1598.0,Second,13000.0
UP 32 PS 4233,Tesla,Model Y,2021,90238.0,Electric,Automatic,0.0,Third,14900.0
AP 67 PP 8997,Honda,Accord,2023,33560.0,Hybrid,Automatic,1598.0,Second,10900.0
UP 10 SL 4605,Hyundai,i20,2016,119324.0,Petrol,Manual,999.0,Third,3200.0
WB 63 MD 6952,Maruti,Swift,2019,72687.0,Diesel,Manual,1799.0,Second,4500.0
HR 37 FX 4257,Toyota,Camry,2013,115645.0,Petrol,Automatic,1799.0,Third,3500.0
GJ 51 DZ 7299,Tata,Safari,2025,18217.0,Hybrid,Manual,999.0,First,18300.0
WB 04 MO 7240,Mercedes,GLE,2010,181413.0,CNG,Manual,3982.0,Third,2500.0
DL 59 FN 6006,Mahindra,XUV700,2022,54994.0,CNG,Automatic,2198.0,First,11700.0
UP 61 DV 6964,BMW,5 Series,2011,178768.0,CNG,Automatic,2993.0,Second,3100.0
WB 43 JV 2570,Hyundai,Verna,2024,29989.0,Electric,Automatic,0.0,First,11700.0
AP 66 RW 9782,Mahindra,Bolero,2016,144266.0,Electric,Manual,0.0,Fourth & Above,3200.0
KL 76 JG 4187,Volkswagen,Virtus,2012,120915.0,Hybrid,Automatic,1497.0,Second,2500.0
KL 85 NZ 6745,Tata,Safari,2018,135900.0,Electric,Manual,0.0,Second,3900.0
WB 34 OX 2282,Audi,Q7,2018,125901.0,Electric,Automatic,0.0,Third,10100.0
HR 04 YL 4954,Hyundai,Tucson,2017,99530.0,Hybrid,Automatic,1999.0,First,4200.0
HR 43 AH 8224,Mahindra,Bolero,2015,155078.0,Hybrid,Automatic,1197.0,Third,2700.0
GJ 48 MS 4088,Hyundai,Tucson,2011,238855.0,Petrol,Automatic,1799.0,Second,2500.0
